,Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Color,Airbags
345,6429,MERCEDES-BENZ,2010,Sedan,Yes,Petrol,108517 km,6.0,Automatic,White,12
347,39829,LEXUS,2010,Jeep,Yes,Petrol,155821 km,8.0,Automatic,Black,12
348,13172,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,325811 km,8.0,Automatic,Black,12
350,8097,DAEWOO,2009,Sedan,Yes,Petrol,130000 km,4.0,Automatic,Black,4
351,12388,BMW,2012,Jeep,Yes,Diesel,420794 km,6.0,Automatic,Black,12
352,18503,HYUNDAI,2012,Sedan,No,Hybrid,280480 km,4.0,Automatic,Silver,9
353,12231,HONDA,2010,Sedan,No,Hybrid,150000 km,4.0,Variator,Black,12
355,17054,HYUNDAI,2011,Universal,Yes,Diesel,237853 km,4.0,Automatic,Silver,4
356,5300,HONDA,2001,Universal,No,Petrol,111000 km,4.0,Automatic,Black,6
357,9565,HYUNDAI,2015,Sedan,Yes,LPG,42000 km,4.0,Automatic,Orange,4
358,24302,CHEVROLET,2015,Sedan,Yes,Diesel,60618 km,4.0,Automatic,Black,4
359,18817,TOYOTA,2009,Sedan,Yes,Petrol,230400 km,4.0,Automatic,Silver,12
360,1960,NISSAN,2014,Sedan,Yes,Petrol,127918 km,4.0,Automatic,Red,12
361,17249,HYUNDAI,2016,Sedan,No,Petrol,77000 km,4.0,Tiptronic,Silver,10
362,15530,HYUNDAI,2016,Sedan,Yes,LPG,280016 km,4.0,Automatic,Silver,4
363,11290,HYUNDAI,2016,Sedan,Yes,LPG,270874 km,4.0,Automatic,Silver,4
364,24148,TOYOTA,2013,Hatchback,No,Hybrid,118000 km,4.0,Automatic,Sky blue,12
365,10036,HYUNDAI,2014,Sedan,Yes,LPG,362868 km,4.0,Automatic,Silver,4
366,18817,HYUNDAI,2015,Sedan,No,Petrol,85000 km,4.0,Tiptronic,Black,12
367,10349,LEXUS,2014,Hatchback,Yes,Hybrid,132563 km,4.0,Automatic,Red,12
369,9252,HYUNDAI,2015,Sedan,Yes,LPG,391625 km,4.0,Automatic,Orange,4
370,55823,HYUNDAI,2018,Jeep,Yes,Diesel,38577 km,4.0,Automatic,Black,4
371,25089,TOYOTA,2013,Sedan,Yes,Petrol,132800 km,6.0,Tiptronic,Blue,12
372,18669,HYUNDAI,2011,Minivan,Yes,Diesel,52686 km,4.0,Automatic,Silver,4
374,15053,FORD,2001,Microbus,No,Diesel,253206 km,4.0,Manual,White,2
375,10660,HONDA,2014,Hatchback,Yes,Hybrid,76525 km,4.0,Automatic,Blue,4
376,37000,HYUNDAI,2016,Jeep,Yes,Diesel,80000 km,4.0,Automatic,Silver,4
377,18826,SSANGYONG,2011,Jeep,Yes,Diesel,186412 km,4.0,Automatic,Silver,4
378,14583,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,230696 km,6.0,Automatic,Black,12
379,21012,MERCEDES-BENZ,2007,Minivan,No,Diesel,285000 km,4.0,Manual,Red,4
380,5645,MITSUBISHI,2011,Hatchback,No,Petrol,92000 km,3.0,Automatic,Brown,2
381,18826,SSANGYONG,2010,Jeep,Yes,Diesel,120000 km,4.0,Automatic,Silver,4
382,22649,HYUNDAI,2011,Jeep,Yes,Diesel,142000 km,4.0,Automatic,White,4
383,16590,HYUNDAI,2011,Minivan,Yes,Diesel,42415 km,4.0,Automatic,White,4
384,31988,TOYOTA,2014,Sedan,No,Hybrid,51000 km,4.0,Automatic,Grey,12
385,8624,DAEWOO,2009,Sedan,Yes,Petrol,19999 km,4.0,Automatic,Grey,4
386,21012,TOYOTA,2015,Sedan,No,Hybrid,89000 km,4.0,Variator,Silver,4
387,10663,HONDA,2014,Hatchback,No,Hybrid,114000 km,4.0,Automatic,White,8
389,13485,VOLKSWAGEN,2006,Hatchback,No,Petrol,161000 km,4.0,Manual,Black,8
390,5331,MITSUBISHI,2003,Hatchback,No,Petrol,241589 km,4.0,Variator,Sky blue,5
391,7370,OPEL,2000,Minivan,No,Petrol,260000 km,4.0,Manual,Silver,6
392,11900,FORD,2003,Microbus,Yes,Diesel,195000 km,6.0,Manual,Yellow,4
393,17249,VOLKSWAGEN,2015,Sedan,Yes,Petrol,55000 km,4.0,Tiptronic,Black,10
394,4391,MITSUBISHI,2006,Jeep,No,Petrol,314000 km,3.0,Manual,Silver,2
395,17876,FORD,2013,Hatchback,Yes,Hybrid,120000 km,4.0,Tiptronic,Silver,10
396,11604,HONDA,2010,Hatchback,No,Hybrid,157000 km,4.0,Tiptronic,White,2
397,13799,BMW,2005,Sedan,Yes,Petrol,240000 km,8.0,Tiptronic,Black,12
398,40769,TOYOTA,2017,Jeep,No,Petrol,76000 km,4.0,Tiptronic,Black,12
399,7997,LEXUS,2008,Jeep,Yes,Hybrid,244731 km,6.0,Automatic,Black,12
400,7840,MERCEDES-BENZ,1995,Sedan,No,Diesel,410918 km,2.0,Manual,White,2
401,14113,VOLKSWAGEN,2011,Sedan,Yes,Petrol,156800 km,4.0,Automatic,Blue,12
402,11917,HONDA,2011,Hatchback,No,Hybrid,188000 km,4.0,Automatic,Blue,8
403,12777,HYUNDAI,2013,Sedan,Yes,Petrol,162558 km,4.0,Automatic,Black,4
404,18817,TOYOTA,2013,Hatchback,No,Hybrid,130000 km,4.0,Automatic,Red,12
405,23521,TOYOTA,2012,Sedan,Yes,Hybrid,83000 km,4.0,Variator,Silver,10
406,22580,AUDI,2010,Jeep,Yes,Petrol,150400 km,6.0,Tiptronic,Grey,7
408,12544,TOYOTA,2011,Hatchback,No,Hybrid,284678 km,4.0,Automatic,Silver,12
409,9722,CHEVROLET,2014,Sedan,No,Petrol,121000 km,4.0,Tiptronic,Green,10
410,3450,HYUNDAI,2011,Sedan,Yes,Hybrid,224349 km,4.0,Automatic,Grey,10
411,1882,TOYOTA,2014,Hatchback,Yes,Hybrid,263392 km,4.0,Automatic,Red,12
412,15991,FORD,2007,Microbus,No,Diesel,280000 km,4.0,Manual,White,2
413,11133,TOYOTA,2014,Sedan,Yes,Hybrid,179381 km,4.0,Automatic,Black,12
415,34184,MERCEDES-BENZ,2012,Sedan,Yes,Petrol,133000 km,6.0,Automatic,Black,12
416,21169,CHEVROLET,2018,Sedan,No,Petrol,25304 km,4.0,Automatic,Brown,8
417,7495,CHEVROLET,2008,Jeep,Yes,Diesel,71486 km,4.0,Automatic,Black,4
418,4861,LEXUS,2011,Hatchback,Yes,Hybrid,95590 km,4.0,Automatic,White,12
419,13485,HYUNDAI,2015,Sedan,Yes,LPG,72369 km,4.0,Automatic,Silver,4
420,81539,LEXUS,2016,Jeep,Yes,Petrol,155976 km,8.0,Automatic,White,4
421,20005,HYUNDAI,2012,Sedan,Yes,Petrol,147718 km,4.0,Automatic,Silver,4
422,3000,SUBARU,2003,Goods wagon,No,Petrol,1000 km,6.0,Tiptronic,Blue,6
423,11917,TOYOTA,2007,Sedan,No,Hybrid,200000 km,4.0,Variator,Grey,12
424,84675,MERCEDES-BENZ,2018,Sedan,Yes,Petrol,4500 km,6.0,Tiptronic,Black,12
427,12570,CHEVROLET,2010,Sedan,Yes,Petrol,152293 km,4.0,Automatic,Grey,4
428,17249,LINCOLN,2004,Jeep,Yes,LPG,464000 km,8.0,Automatic,Grey,6
429,2800,BMW,1988,Sedan,No,Diesel,455680 km,6.0,Manual,Blue,4
430,6899,MERCEDES-BENZ,1997,Sedan,No,CNG,455680 km,4.0,Manual,Black,4
431,14009,TOYOTA,2015,Hatchback,Yes,Petrol,137350 km,4.0,Automatic,Silver,4
433,8311,MERCEDES-BENZ,2016,Jeep,Yes,Petrol,109555 km,4.0,Automatic,White,4
434,23521,TOYOTA,2014,Sedan,No,Petrol,40000 km,4.0,Automatic,Green,16
435,25716,FORD,2016,Sedan,Yes,Petrol,65000 km,4.0,Tiptronic,Silver,12
436,21730,HYUNDAI,2017,Sedan,Yes,LPG,32510 km,4.0,Automatic,Blue,4
437,80911,HYUNDAI,2019,Minivan,Yes,Diesel,25541 km,4.0,Automatic,Black,4
438,19369,HYUNDAI,2011,Coupe,Yes,Petrol,153651 km,4.0,Automatic,Red,4
439,12544,SUZUKI,2000,Jeep,No,Petrol,125000 km,4.0,Manual,Green,4
440,25299,HYUNDAI,2012,Jeep,Yes,Diesel,160000 km,4.0,Automatic,Grey,4
441,7213,CHEVROLET,2018,Sedan,Yes,Diesel,28515 km,4.0,Automatic,Grey,12
442,6899,CHEVROLET,2012,Hatchback,Yes,Petrol,94923 km,4.0,Automatic,Black,4
443,8154,BMW,2011,Jeep,Yes,Petrol,147677 km,8.0,Automatic,Red,12
444,18817,TOYOTA,2011,Sedan,Yes,Hybrid,160000 km,4.0,Tiptronic,Silver,12
445,61499,HYUNDAI,2019,Jeep,Yes,Diesel,1217 km,4.0,Automatic,Blue,4
446,17249,TOYOTA,2010,Sedan,No,Hybrid,256000 km,6.0,Automatic,White,1
447,9879,TOYOTA,2013,Hatchback,No,Hybrid,137000 km,4.0,Automatic,Silver,6
448,4000,VAZ,1988,Sedan,Yes,Petrol,1000 km,4.0,Manual,Green,6
449,17249,TOYOTA,2011,Hatchback,No,Hybrid,141000 km,4.0,Automatic,Grey,6
450,51225,HYUNDAI,2017,Sedan,Yes,Petrol,58414 km,4.0,Automatic,Silver,4
451,49798,HYUNDAI,2015,Jeep,Yes,Diesel,93555 km,4.0,Automatic,White,4
452,17249,HYUNDAI,2013,Sedan,Yes,Petrol,64800 km,4.0,Tiptronic,Black,12
453,29166,FORD,2014,Jeep,Yes,Petrol,127000 km,4.0,Tiptronic,Silver,8
455,79971,LEXUS,2017,Jeep,Yes,Petrol,35000 km,4.0,Tiptronic,Beige,12
456,11604,OPEL,2006,Goods wagon,No,Diesel,27000 km,16.0,Manual,Black,8
457,15681,GAZ,1977,Limousine,No,Petrol,11111 km,6.0,Manual,Black,8
458,2500,RENAULT,1995,Sedan,No,Petrol,32000 km,4.0,Manual,Blue,8
461,2274,HONDA,2014,Hatchback,Yes,Hybrid,149970 km,4.0,Automatic,Grey,8
462,19444,VOLKSWAGEN,2015,Sedan,Yes,Petrol,102400 km,4.0,Automatic,Silver,8
463,43592,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,39814 km,6.0,Automatic,Black,8
464,15367,TOYOTA,2009,Hatchback,No,Hybrid,174000 km,4.0,Variator,Blue,8
465,4861,TOYOTA,2013,Jeep,Yes,Petrol,125605 km,6.0,Automatic,Black,12
466,14113,HONDA,2013,Universal,No,Hybrid,150000 km,4.0,Automatic,White,4
467,13564,CHEVROLET,2012,Jeep,Yes,Diesel,228570 km,4.0,Automatic,Grey,4
468,17876,FORD,2012,Hatchback,No,Hybrid,128205 km,4.0,Automatic,Silver,10
469,10349,MERCEDES-BENZ,2002,Sedan,Yes,Petrol,2000 km,6.0,Tiptronic,Black,12
470,15000,SUBARU,2008,Sedan,No,Petrol,138000 km,6.0,Tiptronic,Black,8
471,12544,MERCEDES-BENZ,2004,Sedan,Yes,Petrol,205500 km,6.0,Tiptronic,Silver,8
472,5600,BMW,1996,Sedan,No,Petrol,1000 km,4.0,Manual,Grey,2
473,14583,BMW,2012,Jeep,Yes,Diesel,229966 km,6.0,Automatic,Black,2
474,36827,HYUNDAI,2017,Universal,Yes,Diesel,137000 km,4.0,Automatic,White,4
475,21639,TOYOTA,2011,Sedan,Yes,Hybrid,368064 km,6.0,Automatic,Grey,12
477,14113,NISSAN,2003,Minivan,No,LPG,155000 km,6.0,Tiptronic,Golden,4
478,40340,SSANGYONG,2016,Jeep,Yes,Diesel,59272 km,4.0,Automatic,White,4
479,10976,HONDA,2012,Hatchback,No,Petrol,216000 km,4.0,Tiptronic,Grey,12
480,25089,MERCEDES-BENZ,2012,Sedan,Yes,Petrol,86000 km,6.0,Tiptronic,White,12
482,18688,HYUNDAI,2011,Jeep,Yes,Diesel,143166 km,4.0,Automatic,Grey,4
483,69935,LEXUS,2015,Jeep,Yes,Petrol,273493 km,8.0,Automatic,Silver,4
484,28830,HYUNDAI,2015,Sedan,Yes,Petrol,68243 km,4.0,Automatic,Silver,4
485,42337,LEXUS,2006,Jeep,Yes,CNG,180000 km,8.0,Automatic,Black,4
486,23834,FORD,2012,Microbus,No,Diesel,141000 km,4.0,Manual,White,2
487,16621,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,119379 km,6.0,Automatic,Silver,12
489,16000,FORD,2014,Hatchback,No,Hybrid,272000 km,4.0,Automatic,Grey,4
490,11917,HYUNDAI,2013,Sedan,Yes,Petrol,31691 km,4.0,Automatic,White,4
491,13485,BMW,2011,Sedan,Yes,Petrol,120000 km,6.0,Tiptronic,Black,12
493,15994,TOYOTA,2014,Sedan,No,Petrol,1440000 km,4.0,Automatic,Silver,12
494,5175,MERCEDES-BENZ,1998,Sedan,Yes,CNG,1440000 km,4.0,Automatic,Black,2
495,15367,FORD,2014,Sedan,Yes,LPG,290000 km,6.0,Automatic,Grey,8
496,15994,HYUNDAI,2011,Hatchback,No,Petrol,73600 km,4.0,Manual,Carnelian red,6
497,11917,CHEVROLET,2012,Jeep,Yes,Diesel,79749 km,4.0,Automatic,Silver,4
498,18817,TOYOTA,2018,Sedan,Yes,Hybrid,35058 km,4.0,Automatic,White,12
499,1568,CHEVROLET,2014,Jeep,Yes,Petrol,251514 km,4.0,Automatic,Black,12
500,21953,HYUNDAI,2013,Sedan,No,Hybrid,20000 km,2.0,Tiptronic,Black,4
501,13808,HYUNDAI,2016,Sedan,Yes,LPG,38206 km,4.0,Automatic,White,4
503,16151,TOYOTA,2012,Hatchback,No,Hybrid,110990 km,4.0,Automatic,Silver,8
504,3300,RENAULT,2001,Hatchback,No,Petrol,777 km,4.0,Manual,Purple,4
505,22947,HYUNDAI,2010,Jeep,Yes,Diesel,171344 km,4.0,Automatic,Grey,4
506,40769,BMW,2012,Sedan,Yes,Petrol,58450 km,6.0,Tiptronic,Grey,12
507,7840,LEXUS,2013,Hatchback,Yes,Hybrid,65989 km,4.0,Automatic,Silver,12
508,9408,MITSUBISHI,1993,Jeep,No,CNG,430000 km,6.0,Manual,Blue,12
509,25089,TOYOTA,2014,Sedan,Yes,Petrol,125000 km,4.0,Tiptronic,Grey,12
511,10976,MERCEDES-BENZ,1997,Sedan,Yes,Petrol,167000 km,8.0,Automatic,Black,8
512,5488,TOYOTA,2014,Sedan,Yes,Hybrid,109798 km,4.0,Automatic,White,12
513,5000,BMW,1997,Coupe,No,Petrol,545654 km,4.0,Manual,Black,4
514,9722,TOYOTA,2012,Hatchback,No,Petrol,130000 km,4.0,Automatic,White,4
515,16621,HYUNDAI,2010,Coupe,Yes,Petrol,151977 km,4.0,Automatic,Blue,4
516,13956,LEXUS,2015,Jeep,Yes,Hybrid,143619 km,6.0,Automatic,Black,12
517,9418,HYUNDAI,2015,Sedan,Yes,Petrol,676825 km,4.0,Automatic,White,4
518,24415,SSANGYONG,2012,Jeep,Yes,Diesel,135490 km,4.0,Automatic,Black,4
519,3763,BMW,1989,Sedan,No,Petrol,199000 km,6.0,Manual,White,4
521,10036,BMW,2000,Sedan,Yes,Petrol,320000 km,6.0,Tiptronic,Black,4
522,1725,HYUNDAI,2014,Sedan,Yes,Petrol,107155 km,4.0,Automatic,Black,12
525,5645,OPEL,1997,Universal,No,Petrol,200000 km,4.0,Manual,White,4
526,10976,TOYOTA,2014,Sedan,No,Hybrid,100000 km,4.0,Variator,Silver,8
527,4547,MERCEDES-BENZ,2008,Jeep,Yes,Diesel,213998 km,6.0,Automatic,Silver,12
528,21285,TOYOTA,2013,Hatchback,Yes,Petrol,52500 km,4.0,Automatic,Blue,4
529,29793,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,219030 km,6.0,Automatic,Black,12
533,19130,AUDI,2010,Sedan,Yes,Petrol,168000 km,4.0,Automatic,Silver,12
534,1900,FORD,2001,Minivan,No,Petrol,11111 km,5.0,Automatic,Blue,6
535,35570,HYUNDAI,2017,Jeep,Yes,Diesel,97880 km,4.0,Automatic,White,4
536,8781,TOYOTA,2012,Hatchback,No,Hybrid,175000 km,4.0,Automatic,Black,10
537,12544,SUZUKI,2010,Sedan,No,Petrol,263157 km,4.0,Tiptronic,Black,10
538,24148,HYUNDAI,2014,Jeep,Yes,Petrol,128000 km,4.0,Tiptronic,Red,8
540,22580,TOYOTA,2014,Sedan,Yes,Hybrid,160000 km,4.0,Automatic,Black,10
541,4861,TOYOTA,2013,Sedan,Yes,Hybrid,136861 km,4.0,Automatic,Blue,12
542,12858,TOYOTA,2008,Sedan,No,Hybrid,210452 km,4.0,Variator,Silver,8
543,8154,HONDA,2011,Sedan,No,Petrol,185000 km,4.0,Automatic,Black,2
544,1800,VOLKSWAGEN,1998,Hatchback,No,Petrol,30000 km,4.0,Automatic,Red,4
545,4861,FORD,2014,Sedan,Yes,Hybrid,137328 km,4.0,Automatic,Silver,4
546,36065,BMW,2011,Jeep,Yes,Petrol,129600 km,6.0,Tiptronic,Black,12
548,17876,TOYOTA,2019,Jeep,Yes,Petrol,19968 km,4.0,Automatic,White,12
549,18189,BMW,2014,Sedan,Yes,Diesel,250491 km,4.0,Automatic,White,12
550,24775,FORD,2013,Sedan,Yes,Petrol,46000 km,4.0,Tiptronic,White,8
551,15257,HYUNDAI,2011,Sedan,Yes,Petrol,163374 km,4.0,Automatic,Grey,4
552,16900,HONDA,2009,Universal,No,Petrol,120000 km,4.0,Automatic,Black,6
553,14740,CITROEN,2011,Hatchback,No,Petrol,233700 km,4.0,Manual,White,6
554,10976,NISSAN,2004,Jeep,Yes,Petrol,121856 km,4.0,Automatic,Beige,6
555,22825,CHEVROLET,2012,Jeep,Yes,Diesel,137433 km,4.0,Automatic,White,4
556,12544,KIA,2013,Sedan,No,Petrol,137000 km,4.0,Automatic,Black,4
557,16935,LEXUS,2015,Hatchback,Yes,Hybrid,94949 km,4.0,Automatic,White,4
558,20385,FORD,2013,Coupe,Yes,Petrol,111111 km,6.0,Manual,Black,12
559,10976,LAND ROVER,1995,Jeep,No,Diesel,200000 km,4.0,Manual,Blue,12
560,38213,HONDA,2018,Sedan,Yes,Petrol,200000 km,4.0,Automatic,White,4
561,44134,SSANGYONG,2016,Jeep,Yes,Diesel,48910 km,4.0,Automatic,White,4
562,8467,MERCEDES-BENZ,2001,Sedan,Yes,Petrol,48910 km,6.0,Tiptronic,Silver,8
564,4391,VOLKSWAGEN,1994,Sedan,No,Diesel,85000 km,4.0,Manual,Black,1
565,7213,MERCEDES-BENZ,2001,Coupe,No,Petrol,183000 km,4.0,Tiptronic,Black,4
566,9565,HONDA,2017,Sedan,Yes,Petrol,58282 km,4.0,Automatic,White,12
568,12544,VOLKSWAGEN,2010,Sedan,Yes,Petrol,110000 km,4.0,Tiptronic,Silver,6
569,24148,BMW,2007,Jeep,Yes,Petrol,210000 km,8.0,Tiptronic,Black,8
570,6272,OPEL,2004,Universal,No,Petrol,171000 km,4.0,Manual,White,8
572,18817,BMW,2005,Sedan,Yes,Petrol,170000 km,6.0,Tiptronic,Blue,8
574,10663,HONDA,2011,Sedan,Yes,Hybrid,127000 km,4.0,Variator,Black,2
575,44247,HYUNDAI,2015,Jeep,Yes,Diesel,153958 km,4.0,Automatic,White,4
576,9408,BMW,2004,Coupe,Yes,Petrol,346080 km,6.0,Tiptronic,Black,6
577,19444,VOLKSWAGEN,2016,Sedan,No,Petrol,36000 km,4.0,Tiptronic,Grey,6
578,11917,TOYOTA,2008,Sedan,No,Hybrid,200000 km,4.0,Automatic,Grey,6
579,75266,MERCEDES-BENZ,2012,Jeep,Yes,Petrol,167000 km,8.0,Tiptronic,Black,10
580,54157,HONDA,2015,Sedan,Yes,Petrol,78006 km,4.0,Automatic,Orange,4
581,49889,HYUNDAI,2016,Jeep,Yes,Diesel,71867 km,4.0,Automatic,Black,4
582,9408,TOYOTA,2007,Hatchback,No,Hybrid,113000 km,4.0,Automatic,Sky blue,8
583,23834,TOYOTA,2016,Hatchback,No,Petrol,102500 km,4.0,Automatic,White,10
584,22894,TOYOTA,2013,Sedan,No,Petrol,101000 km,4.0,Tiptronic,Black,10
585,10976,MERCEDES-BENZ,2004,Coupe,No,Petrol,89000 km,4.0,Tiptronic,Silver,10
586,5604,DAEWOO,2009,Sedan,Yes,Petrol,44521 km,4.0,Automatic,Silver,4
587,17876,FORD,2013,Sedan,Yes,Petrol,160000 km,4.0,Tiptronic,Black,4
588,18189,HYUNDAI,2012,Sedan,Yes,Petrol,136000 km,4.0,Tiptronic,Black,8
590,10976,HONDA,2014,Hatchback,No,Hybrid,121000 km,4.0,Variator,Silver,8
591,27911,MINI,2013,Coupe,Yes,Petrol,56000 km,4.0,Manual,Silver,10
592,6429,OPEL,2003,Goods wagon,No,Diesel,171339 km,4.0,Manual,White,2
594,40769,TOYOTA,2016,Jeep,No,Petrol,99200 km,4.0,Tiptronic,Black,10
595,7840,BMW,2003,Sedan,Yes,CNG,260000 km,6.0,Tiptronic,Silver,8
596,25089,DODGE,2012,Coupe,No,Petrol,112000 km,6.0,Tiptronic,Grey,6
597,10976,MERCEDES-BENZ,1993,Sedan,No,CNG,112000 km,4.0,Manual,Black,2
598,7213,MERCEDES-BENZ,1995,Sedan,Yes,Petrol,444000 km,4.0,Automatic,Black,6
599,22894,BMW,2010,Coupe,Yes,Petrol,157000 km,6.0,Tiptronic,Black,8
600,7840,MERCEDES-BENZ,2000,Sedan,No,Petrol,136000 km,4.0,Tiptronic,Blue,6
602,12231,HYUNDAI,2015,Sedan,Yes,LPG,348486 km,4.0,Automatic,Silver,4
603,11917,LEXUS,2002,Jeep,Yes,Petrol,201000 km,6.0,Automatic,Silver,8
604,51746,TOYOTA,2017,Jeep,Yes,Petrol,34454 km,4.0,Automatic,Carnelian red,12
605,17035,HYUNDAI,2011,Sedan,Yes,Petrol,200867 km,4.0,Automatic,Black,4
606,3100,AUDI,2002,Sedan,Yes,Petrol,11111 km,6.0,Automatic,Blue,6
608,27654,HYUNDAI,2015,Sedan,Yes,Petrol,87534 km,4.0,Automatic,Grey,4
609,17719,KIA,2013,Sedan,Yes,Petrol,91000 km,4.0,Automatic,White,8
611,14081,HYUNDAI,2010,Minivan,Yes,Diesel,124850 km,4.0,Automatic,White,4
614,2666,HYUNDAI,2015,Sedan,Yes,Petrol,234618 km,4.0,Automatic,Red,12
615,23994,CHEVROLET,2016,Jeep,Yes,Diesel,125774 km,4.0,Automatic,White,4
616,13172,BMW,2003,Sedan,No,Petrol,190000 km,6.0,Tiptronic,White,5
617,14740,TOYOTA,2011,Hatchback,No,Hybrid,161000 km,4.0,Variator,Blue,11
618,59586,TOYOTA,2017,Jeep,No,Petrol,32000 km,6.0,Automatic,White,10
619,18817,TOYOTA,2016,Sedan,Yes,Hybrid,80000 km,4.0,Tiptronic,Grey,12
620,11563,HYUNDAI,2010,Sedan,Yes,Petrol,130814 km,4.0,Automatic,Silver,4
621,45376,HYUNDAI,2016,Jeep,Yes,Diesel,109446 km,4.0,Automatic,White,4
622,15681,TOYOTA,2002,Jeep,No,Petrol,140000 km,4.0,Manual,Silver,8
623,33707,HYUNDAI,2017,Jeep,Yes,Diesel,143544 km,4.0,Automatic,White,4
624,12544,FORD,1999,Microbus,No,Diesel,143544 km,4.0,Manual,White,4
625,11604,HYUNDAI,2014,Sedan,Yes,LPG,418369 km,4.0,Automatic,Silver,4
626,6800,BMW,2000,Sedan,No,CNG,157000 km,6.0,Manual,Blue,4
627,17876,HYUNDAI,2013,Sedan,No,Petrol,84800 km,4.0,Tiptronic,Silver,8
629,18189,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,220000 km,6.0,Tiptronic,Silver,12
630,28225,LEXUS,2008,Jeep,Yes,Hybrid,119000 km,6.0,Automatic,Blue,10
631,2509,TOYOTA,2007,Minivan,No,Diesel,112000 km,4.0,Manual,Black,4
632,44247,HYUNDAI,2016,Universal,Yes,Diesel,51831 km,4.0,Automatic,Grey,4
633,71503,TOYOTA,2019,Sedan,No,Hybrid,3000 km,4.0,Tiptronic,Grey,8
634,7213,MITSUBISHI,1998,Jeep,No,Petrol,200000 km,4.0,Automatic,Silver,2
635,4077,LEXUS,2012,Jeep,Yes,Petrol,150909 km,8.0,Automatic,Black,2
636,6586,MERCEDES-BENZ,1999,Sedan,Yes,Petrol,318406 km,4.0,Manual,Blue,6
637,15681,BMW,2008,Sedan,Yes,Petrol,190000 km,6.0,Tiptronic,Black,6
638,3763,TOYOTA,2017,Sedan,Yes,Petrol,174827 km,6.0,Automatic,Silver,12
640,13172,HYUNDAI,2016,Sedan,Yes,LPG,547288 km,4.0,Automatic,Orange,4
641,6586,AUDI,2014,Sedan,Yes,Petrol,123640 km,4.0,Automatic,Blue,12
642,47042,AUDI,2017,Jeep,Yes,Petrol,75186 km,4.0,Automatic,Black,12
643,5865,DAEWOO,2009,Sedan,Yes,Diesel,39031 km,4.0,Automatic,Blue,4
644,20883,SSANGYONG,2011,Jeep,Yes,Diesel,102000 km,4.0,Automatic,Black,4
645,10976,HONDA,2008,Minivan,No,LPG,20000 km,4.0,Variator,Grey,6
646,23521,MITSUBISHI,2010,Pickup,No,Diesel,175000 km,4.0,Manual,White,2
647,25402,SSANGYONG,2014,Jeep,Yes,Diesel,67861 km,4.0,Automatic,Carnelian red,4
648,9095,HONDA,2011,Hatchback,No,Hybrid,14590 km,4.0,Automatic,Grey,4
649,2666,HYUNDAI,2013,Coupe,Yes,Petrol,89962 km,4.0,Automatic,Blue,12
650,87497,TOYOTA,2019,Sedan,Yes,Petrol,25000 km,4.0,Tiptronic,White,12
651,5018,TOYOTA,2013,Sedan,Yes,Hybrid,190549 km,4.0,Automatic,Black,12
652,12231,HYUNDAI,2008,Jeep,No,Petrol,270000 km,4.0,Manual,Black,4
653,11604,HONDA,2011,Hatchback,No,Hybrid,150000 km,4.0,Variator,Grey,8
654,20005,HYUNDAI,2012,Sedan,Yes,Petrol,36239 km,4.0,Automatic,Grey,4
655,5018,TOYOTA,2013,Sedan,Yes,Hybrid,190549 km,4.0,Automatic,Black,12
656,13799,FORD,2014,Hatchback,No,Petrol,134400 km,3.0,Automatic,Grey,12
657,13068,SSANGYONG,2010,Jeep,Yes,Diesel,127500 km,4.0,Automatic,Silver,4
658,14113,FORD,2012,Hatchback,No,Petrol,2012 km,4.0,Tiptronic,Black,12
660,1019,HYUNDAI,2015,Jeep,Yes,Petrol,245653 km,4.0,Automatic,Black,12
661,16465,FORD,2016,Hatchback,No,Plug-in Hybrid,245653 km,4.0,Automatic,White,12
662,7300,NISSAN,2004,Sedan,No,Petrol,160000 km,6.0,Automatic,Silver,6
663,6899,DAEWOO,2009,Sedan,Yes,Petrol,50549 km,4.0,Automatic,Silver,4
664,3293,CHEVROLET,2007,Sedan,Yes,Petrol,134863 km,4.0,Automatic,Golden,4
665,17249,HYUNDAI,2011,Sedan,Yes,LPG,72000 km,4.0,Tiptronic,Silver,4
666,10192,DAEWOO,2010,Sedan,Yes,Petrol,46527 km,4.0,Automatic,Black,4
667,39201,TOYOTA,2014,Sedan,Yes,Hybrid,166560 km,6.0,Automatic,Black,12
668,36235,HONDA,2013,Sedan,Yes,Petrol,87000 km,4.0,Automatic,Blue,4
669,22843,SSANGYONG,2012,Jeep,Yes,Diesel,125926 km,4.0,Automatic,Black,4
670,21699,CHEVROLET,2012,Sedan,Yes,Petrol,65006 km,4.0,Automatic,Silver,4
671,25299,HYUNDAI,2011,Jeep,Yes,Diesel,134312 km,4.0,Automatic,Black,4
672,2300,MAZDA,2006,Hatchback,No,Petrol,11111 km,4.0,Automatic,Grey,6
674,2500,OPEL,1996,Coupe,No,Petrol,280000 km,4.0,Manual,Blue,6
675,40142,BMW,2014,Sedan,Yes,Petrol,74000 km,4.0,Tiptronic,White,12
